treatment,age,education,black,hispanic,married,nodegree,re74,re75,outcome
1,13.291880414943051,10,1,0,1,1,1433.0710343396997,1433.0710343396997,7061.302608102332
1,27.368962216516607,11,0,0,0,1,5970.638165684265,5970.638165684265,8341.465687183578
1,27.088442177439113,14,0,0,0,0,2196.1741644047806,2196.1741644047806,3836.962239554994
1,25.040907653139687,6,1,0,0,1,1957.0631745457483,1957.0631745457483,5562.674087759902
1,23.123302932998826,16,0,0,1,1,77.92966182604341,77.92966182604341,9955.979853689212
1,13.677034063596686,4,1,0,1,1,1252.2236442323929,1252.2236442323929,3889.396985762247
1,21.63483741787713,9,1,0,0,1,1435.0540946964156,1435.0540946964156,-94.73431094515581
1,22.258283867785845,11,1,0,0,1,1526.5965425939976,1526.5965425939976,5126.642553185274
1,18.58178184622705,10,0,0,0,0,2603.733164595812,2603.733164595812,6081.415340419118
1,23.709714306671927,8,1,0,0,1,2288.151313058607,2288.151313058607,1733.4527998971348
1,28.232406854516306,9,1,0,1,1,2808.754074824459,2808.754074824459,9564.190645682638
1,40.08948720968424,8,1,0,0,1,4343.019386360644,4343.019386360644,11431.653521999462
1,26.39662250265471,8,1,0,0,0,5029.711204455494,5029.711204455494,3531.2110708558585
1,27.060403125782116,12,1,0,0,1,3798.854231494173,3798.854231494173,9712.964687523212
1,24.404432673870662,11,1,0,0,1,9338.396175012616,9338.396175012616,8540.118248399815
1,9.649830277607668,7,1,0,0,1,55.20253374810008,55.20253374810008,1990.3137201892916
1,24.787888996406267,12,1,0,0,1,653.6397321375389,653.6397321375389,9376.783415838006
1,25.481841679528213,10,1,0,0,0,22.774855594247068,22.774855594247068,5072.26829023175
1,44.70593689988229,12,1,0,0,0,3127.8987792232547,3127.8987792232547,8265.759214975875
1,23.46111228175102,11,1,0,0,1,6849.246030199431,6849.246030199431,4687.161102547295
1,27.4123787386689,7,1,0,0,0,837.0880328333204,837.0880328333204,4476.826063802744
1,24.722305842358054,8,0,0,0,0,7853.307498671156,7853.307498671156,9188.049341593682
1,15.650575699043744,12,1,0,0,1,186.47970581616192,186.47970581616192,5121.680948560195
1,34.142582516120164,11,1,0,0,0,8174.186769000354,8174.186769000354,8417.457815339918
1,31.015464261494195,9,1,0,0,1,1299.8474379196152,1299.8474379196152,4477.0487717445185
1,31.328255576344375,10,1,0,0,1,320.8213841758106,320.8213841758106,5765.327499508084
1,17.72490036164209,13,1,0,0,1,1995.847646698235,1995.847646698235,4381.04523504942
1,36.22235448748879,8,1,0,0,0,890.2756892345157,890.2756892345157,10270.924621485228
1,13.785191497661753,11,1,0,1,1,1005.8849777749858,1005.8849777749858,3397.3678973694477
1,29.694856750402163,9,1,0,0,0,1101.4313614838359,1101.4313614838359,1472.7004871006475
1,42.523645006479825,9,1,0,0,0,4874.049059896271,4874.049059896271,4410.630932150959
1,17.075709398954494,13,1,1,0,1,2324.121414414781,2324.121414414781,9348.984686411002
1,20.469618163177824,12,1,0,0,0,1118.8820872603576,1118.8820872603576,8512.33017796223
1,25.79721092070113,12,1,0,0,1,2827.3942828635372,2827.3942828635372,4248.912815795951
1,20.972194767070405,13,1,0,0,1,3777.935173944304,3777.935173944304,6385.417896876141
1,12.594692551470938,10,1,0,0,0,954.9352266241381,954.9352266241381,2076.2217333440376
1,25.54850379844822,12,1,0,0,1,1600.9990018773065,1600.9990018773065,5529.9024806653715
1,16.50157029019116,9,1,0,0,0,389.9368785642016,389.9368785642016,9723.577087693167
1,28.788739445081454,10,1,0,0,0,599.5607031664161,599.5607031664161,9720.314227200852
1,17.644606126129574,9,1,0,0,1,3428.8010778785106,3428.8010778785106,5364.414678133509
1,37.39947524014032,10,1,0,0,1,600.6196844509417,600.6196844509417,-812.1514669172666
1,18.733973661310102,11,0,0,0,1,2234.3534991963,2234.3534991963,7575.619520337533
1,22.423507870354594,7,0,0,0,1,3703.7729983190566,3703.7729983190566,7205.845457139286
1,31.50813773895736,16,1,0,0,0,339.0926505614113,339.0926505614113,7314.171799928885
1,15.153085468528358,6,1,0,0,1,2513.2166177044405,2513.2166177044405,1434.3420057753733
1,26.819679476833034,6,1,0,0,1,889.4128802774524,889.4128802774524,8462.88668663604
1,35.45714203425943,13,1,0,1,1,9884.588915423778,9884.588915423778,8273.552575882999
1,12.14013412351018,12,1,0,0,1,1982.3051139804213,1982.3051139804213,7055.468324729727
1,26.477070868258433,11,1,0,0,0,4919.576152306077,4919.576152306077,8650.261037731907
1,27.07906235398739,11,1,0,0,1,2397.0337499808334,2397.0337499808334,5421.415435209938
1,31.254582974218483,9,1,0,0,0,133.14914783959838,133.14914783959838,9069.059153884296
1,15.104394312975344,7,1,0,0,1,3008.417950723057,3008.417950723057,1856.5377003872895
1,14.43634709532579,10,1,1,0,0,9072.601560374198,9072.601560374198,6240.769128237279
1,29.175532524935182,7,1,0,1,1,2760.9852682614737,2760.9852682614737,11916.282529341117
1,27.37587738586549,12,1,0,0,1,5130.906644123187,5130.906644123187,4126.301172110774
1,27.003942802767014,9,1,0,1,0,6467.8395904621,6467.8395904621,7521.1567343722645
1,27.771585675975807,7,1,0,0,1,776.6221975095008,776.6221975095008,6377.378623430967
1,19.559802227372074,9,1,0,0,0,714.9422825404673,714.9422825404673,6059.311529940896
1,26.85802957728803,11,0,0,0,1,2832.3811941285912,2832.3811941285912,9130.010846776742
1,27.34457978638945,8,1,0,1,1,1588.1322970007318,1588.1322970007318,3379.0655439160046
1,19.285188655789057,7,1,0,0,1,5495.144946506772,5495.144946506772,5823.16847588393
1,39.926196089158054,10,1,0,0,1,6908.449061138567,6908.449061138567,7013.8251905383095
1,28.7906633672943,10,1,0,0,1,1308.1814352705442,1308.1814352705442,11861.030177272693
1,15.469572022378811,8,1,0,0,1,810.9828438253292,810.9828438253292,4083.21701782085
1,30.252428869070638,8,1,0,1,1,4549.557887377347,4549.557887377347,1690.6023027142674
1,17.202546638181428,10,1,0,0,1,963.9483682024972,963.9483682024972,6026.089002792049
1,31.296676829939617,5,1,0,0,1,5188.2867765571045,5188.2867765571045,10043.188801509386
1,34.26876463205923,5,1,0,0,0,1653.5799022662304,1653.5799022662304,6653.98056999178
1,18.434541453186316,7,1,0,1,0,3303.7965096161106,3303.7965096161106,3844.887049301118
1,32.70700903395458,9,1,0,1,0,301.2360518733774,301.2360518733774,5005.556165687417
1,28.302247415491987,10,1,0,0,0,2933.376207196123,2933.376207196123,7420.24227784569
1,31.57648127995592,14,1,0,0,1,1803.168413888355,1803.168413888355,10708.033822557816
1,40.17434386123158,12,0,0,1,0,2650.080312199814,2650.080312199814,13034.589203989857
1,23.036895071977035,9,1,0,0,1,551.8197447694738,551.8197447694738,5484.195642169771
1,18.970110685140085,9,1,0,0,1,4005.3639142455977,4005.3639142455977,2788.0763344765296
1,17.883884562995814,6,1,0,1,1,5958.882789635633,5958.882789635633,5775.401065765046
1,18.473517720276494,9,1,0,0,1,732.8709800656181,732.8709800656181,5300.362134753103
1,24.383186324687166,9,1,0,0,0,301.8306337884029,301.8306337884029,4332.030420825566
1,27.72921579853315,10,1,0,0,1,71.76737979472198,71.76737979472198,680.4794356850098
1,27.21352639464015,7,1,0,1,1,3081.428064148762,3081.428064148762,7938.663243226005
1,31.61746599228819,11,1,0,1,1,2802.5549199717543,2802.5549199717543,10676.554470545228
1,25.104015135023257,14,1,0,1,0,2373.586240150697,2373.586240150697,13688.416228469612
1,36.62827261725853,9,1,0,0,1,791.6899888238665,791.6899888238665,4531.352080310981
1,22.882745334096352,11,1,0,1,1,1487.3479951956156,1487.3479951956156,3503.8626975658044
1,46.76135333271695,12,1,0,1,1,2707.728142617966,2707.728142617966,9377.378598115893
1,30.00533878212005,8,1,1,0,0,2060.105144975748,2060.105144975748,7051.81122940644
1,18.142739548669738,10,1,0,1,1,13215.39949014398,13215.39949014398,7354.84724740153
1,16.432860015511103,10,1,0,0,1,440.07483784598196,440.07483784598196,3945.8437406986936
1,28.85977932194548,10,0,0,0,1,3563.7526872613907,3563.7526872613907,14230.830648557796
1,23.21229771739319,7,1,1,0,1,1554.1488024311982,1554.1488024311982,-1049.306182482509
0,34.13861163630681,6,1,0,0,1,6281.082041277112,6281.082041277112,3957.8350824582767
0,16.033421075836902,12,1,0,0,1,9824.382543245914,9824.382543245914,2479.74765666291
0,12.206908108423898,8,1,0,0,1,947.3156526280386,947.3156526280386,1781.9982926304167
0,21.74621533562733,8,1,0,0,1,5172.2014511050165,5172.2014511050165,-373.22094128416757
0,24.29325872792724,7,1,0,0,1,1009.8299506352098,1009.8299506352098,10254.517872672057
0,32.37079682389197,7,0,0,0,1,3474.257461134463,3474.257461134463,5095.31192302518
0,36.28454404004127,7,1,0,0,1,3306.098176961031,3306.098176961031,7445.66120105567
0,34.71583307125877,10,1,1,1,1,4690.802564065061,4690.802564065061,11532.669814280787
0,27.212349335141333,14,1,0,0,1,735.596515338735,735.596515338735,7190.444344526747
0,31.395994028033183,5,1,0,0,1,8161.115161979083,8161.115161979083,5490.258448615675
0,19.876052521846525,8,1,0,0,1,1683.2140633248089,1683.2140633248089,3968.231234947394
0,26.347161539801974,9,1,0,1,0,6.946455091755044,6.946455091755044,2675.7253550906103
0,15.469678885697551,11,1,0,0,0,4449.576912542106,4449.576912542106,3442.4614442018556
0,25.501483175094986,12,1,1,0,1,8048.815331355552,8048.815331355552,11858.123153814035
0,25.7091735791841,9,0,0,0,1,10360.006695172651,10360.006695172651,9740.124835209148
0,38.77702884547976,8,0,0,0,0,1351.866803993275,1351.866803993275,5391.46375163762
0,23.168137108078028,11,1,0,0,1,61.774733532037565,61.774733532037565,10079.914228473664
0,25.72034270122629,5,1,0,0,1,1255.4536627388431,1255.4536627388431,2778.8603887102613
0,26.89569132569634,3,1,0,0,1,6453.505478637224,6453.505478637224,7960.792507732131
0,21.361437472892376,17,1,0,1,1,5567.9948414142,5567.9948414142,9025.569214774157
0,18.58005813430682,7,1,0,0,1,1430.3668246602904,1430.3668246602904,2685.130463392282
0,35.39049059877642,8,1,0,0,0,498.26599237095576,498.26599237095576,3215.1515982184424
0,17.15266045631762,11,1,0,0,0,3104.3865005113994,3104.3865005113994,6469.084264548204
0,14.376655426501815,11,1,0,0,1,3272.1009483414387,3272.1009483414387,9445.999788336721
0,30.442123034363842,12,1,0,0,1,2988.487462342158,2988.487462342158,4862.556816061264
0,34.26251873619208,12,1,0,0,0,489.8783968286652,489.8783968286652,8123.265941703266
0,21.38872273919489,5,1,0,0,1,5217.687839587043,5217.687839587043,1170.5677210435438
0,21.51157209880096,13,1,0,0,1,111.27278518161947,111.27278518161947,6000.351791692339
0,27.260348208854346,11,0,1,1,1,10507.885532437142,10507.885532437142,9854.62053698287
0,19.337178586054534,11,1,0,0,0,6957.543863355103,6957.543863355103,4930.8658116028555
0,18.74629983510425,11,0,0,0,1,15405.591358766416,15405.591358766416,6897.6896345221685
0,32.03674070389093,3,1,0,0,1,2743.8323046515993,2743.8323046515993,5883.2912964379675
0,29.85704880626895,9,1,1,0,1,2775.8831213079443,2775.8831213079443,6956.904066810149
0,35.48927109054484,7,1,0,1,1,1456.1387435251809,1456.1387435251809,6462.042700082133
0,14.979287901076034,6,1,0,0,1,359.3922367507026,359.3922367507026,4225.090957045286
0,20.980300104715067,8,1,0,0,0,4217.2845802655675,4217.2845802655675,10144.403273044936
0,27.249436498155625,12,0,0,1,0,2029.5919787882995,2029.5919787882995,10731.317154932518
0,17.59503320180507,10,1,0,0,1,1359.2120197157503,1359.2120197157503,234.52687900703359
0,30.133499497237196,11,1,0,1,1,6252.828981985673,6252.828981985673,6648.296530094122
0,34.797016697810655,8,1,0,0,1,5.837860629637373,5.837860629637373,3276.6898490187186
0,20.333136222181214,11,1,0,0,0,1953.0857538703958,1953.0857538703958,3561.07320765885
0,25.308735521816264,9,0,0,0,1,3169.2807086637295,3169.2807086637295,5376.74475214634
0,36.644949520648936,12,1,0,0,0,12.205067562799583,12.205067562799583,10303.067447465306
0,39.394172600152,12,1,0,1,1,3901.5685775358493,3901.5685775358493,3065.157484270697
0,30.96641000848323,10,1,0,0,0,544.5974695965484,544.5974695965484,3043.924487607481
0,29.747433385548874,7,1,0,0,1,5602.025769360692,5602.025769360692,4614.676736955606
0,18.170107722520704,10,1,0,0,0,4338.29815153879,4338.29815153879,1513.2760636589192
0,27.873675203662728,10,1,0,1,1,451.6654106312519,451.6654106312519,1894.9171722171086
0,29.454566726199985,10,1,0,0,1,2559.9863851891614,2559.9863851891614,3235.5480896284853
0,23.317038731511634,8,1,0,0,1,4248.203123939628,4248.203123939628,6059.684948398751
0,20.2417899635547,8,1,0,1,1,89.25144777976217,89.25144777976217,2561.8218680661284
0,14.749618612185161,10,0,0,0,0,2361.8766431399,2361.8766431399,7839.070637188227
0,11.098161959589662,7,1,0,0,1,155.8232279899101,155.8232279899101,955.1971693147941
0,9.416931893430696,9,0,0,0,1,2899.214907039176,2899.214907039176,5225.148641780283
0,29.63554058293809,11,1,0,0,1,6414.538905151602,6414.538905151602,8991.78512012759
0,26.181594601814215,11,1,0,0,0,1506.4948036837357,1506.4948036837357,6634.1094972798
0,21.12951094767123,6,1,1,0,0,1718.0250026569897,1718.0250026569897,1232.0481691655782
0,22.34834961820289,10,0,0,1,0,11351.580020017222,11351.580020017222,8938.60185991869
0,26.683764332243875,16,1,0,0,1,1826.5486313390052,1826.5486313390052,7389.019283523849
0,23.683495431931245,12,1,0,0,0,1008.707629583774,1008.707629583774,5657.499043361531
0,14.275574559969375,9,1,0,1,1,16837.7626159843,16837.7626159843,10211.97803609824
0,32.304001762194396,13,1,0,0,0,3424.9764024560895,3424.9764024560895,5013.376014282876
0,27.433009365358473,16,1,0,0,1,2614.279344911855,2614.279344911855,7853.71877201206
0,27.127187838510785,12,1,0,0,0,3232.0515015340397,3232.0515015340397,7359.290643569464
0,31.70050162686698,4,1,0,0,1,4691.916656960491,4691.916656960491,3147.992828322629
0,18.490837151522605,11,0,0,0,1,114.42792561594493,114.42792561594493,6695.846647461161
0,34.70985150180674,14,1,0,0,1,669.0088008718694,669.0088008718694,6934.191553308196
0,23.879657184462097,3,1,0,1,1,111.75181109928157,111.75181109928157,3244.9011998635506
0,32.108791042647,12,1,0,0,1,1072.6380802344022,1072.6380802344022,4492.747537082698
0,30.875592267901236,9,1,0,0,0,4267.37086819833,4267.37086819833,-52.4174347455255
0,16.689585375979554,13,0,0,0,1,1550.1404350449477,1550.1404350449477,3488.5660902134173
0,29.023203239313087,9,0,0,0,1,3576.8972637913425,3576.8972637913425,5309.904451663035
0,27.610197366773484,11,1,0,0,1,1094.4606822882001,1094.4606822882001,7288.292706288466
0,25.24249325995474,11,0,0,0,1,12125.482815271424,12125.482815271424,4683.419459512804
0,24.24502599971695,12,1,0,0,0,286.33568269675305,286.33568269675305,2798.7790548569546
0,24.312854002257666,11,1,0,1,1,2568.1457649268286,2568.1457649268286,5490.769733559054
0,31.501515405151963,7,1,0,0,1,2757.837795271535,2757.837795271535,5517.507423022273
0,29.62328411033208,9,1,0,0,1,3927.505958295484,3927.505958295484,1013.577700869173
0,25.24383080212532,9,1,0,0,1,34.22343951833337,34.22343951833337,11570.378904124613
0,13.064510828229002,13,1,0,0,1,910.3386821535887,910.3386821535887,8986.098670187672
0,28.955547312668948,11,1,0,0,1,1758.9050251727942,1758.9050251727942,4387.735202996707
0,30.788908953422236,8,1,0,0,0,2243.481445816929,2243.481445816929,5452.754877916853
0,43.40328068357576,7,1,0,0,0,206.20636098500535,206.20636098500535,6203.475293565823
0,33.603464504840304,11,1,0,0,0,5079.034937878723,5079.034937878723,1489.813556470931
0,9.80658889667626,8,1,0,1,1,432.8181359583711,432.8181359583711,3236.111647783144
0,25.627435192149143,12,1,0,0,0,2569.3143481704165,2569.3143481704165,6391.02649389555
0,39.49100022931985,9,1,0,0,1,1192.2497188258085,1192.2497188258085,6558.84568092307
0,29.988390855213098,14,0,0,0,1,2075.845206840478,2075.845206840478,9430.228380962486
0,27.62921728298567,7,0,0,1,1,141.95694985713843,141.95694985713843,2546.0402462511556
0,32.201829271321884,14,1,0,0,0,5613.926910157077,5613.926910157077,2830.530915747191
0,20.020974440073577,12,1,0,1,1,982.8425717122211,982.8425717122211,5503.761459154567
0,28.824719973019647,8,1,0,0,1,1026.5040582772056,1026.5040582772056,7310.1583418893115
0,22.996255688064714,7,1,0,1,1,1689.1643721000669,1689.1643721000669,1320.9860126012545
0,24.843012113516203,15,1,0,1,1,937.8564828548449,937.8564828548449,6152.948233147393
0,31.62763612556085,7,1,0,0,0,2613.308750506281,2613.308750506281,6331.073490037941
0,17.58629518006255,10,1,0,0,0,5987.598471692932,5987.598471692932,5182.92367357262
0,35.30385979041551,11,1,0,0,1,1748.4541141105083,1748.4541141105083,6992.529668734171
0,21.617504311315653,10,1,0,0,1,359.4532426078853,359.4532426078853,1207.475183074533
0,27.08530266520326,12,0,0,0,1,6279.7644183722105,6279.7644183722105,4769.819505735128
0,13.795936317800455,7,0,0,1,1,2217.812469862672,2217.812469862672,4848.35246376928
0,30.758698326971125,15,0,0,1,1,9632.416724234443,9632.416724234443,18853.31548209362
0,36.57203148757262,7,0,0,1,1,6146.510867074307,6146.510867074307,8675.701160296809
0,20.882867606254823,9,1,0,1,1,6062.54062884359,6062.54062884359,9094.214887479307
0,16.1182129079232,5,1,0,0,1,389.3509846482785,389.3509846482785,-489.24707560443585
0,27.223864517941667,13,1,0,0,1,2231.3208125653227,2231.3208125653227,3225.027067331832
0,36.63848515993394,15,0,0,0,1,5635.260423368313,5635.260423368313,6836.668574528321
0,13.401147476152753,16,1,0,0,1,4655.8609064574375,4655.8609064574375,3906.0035688783246
0,16.149534550173264,13,1,1,0,1,2221.9121282561173,2221.9121282561173,-956.9759952341956
0,21.366483533507875,8,1,0,0,0,15289.353210885145,15289.353210885145,9107.602575660345
0,18.437249403754436,10,1,0,0,0,7529.468155678438,7529.468155678438,7531.5631023615915
0,18.462516267128038,9,1,0,0,1,1657.029528661923,1657.029528661923,3046.268817230696
0,8.247034978689783,6,0,0,0,0,808.5079146674268,808.5079146674268,3676.9716904294096
0,29.712455579246942,9,0,0,1,1,1431.3337348470268,1431.3337348470268,9918.426848269797
0,27.70976402295708,12,1,0,0,1,996.3535224051709,996.3535224051709,5890.909875870341
0,11.409206401570836,7,1,0,0,0,3141.0408696505897,3141.0408696505897,-633.8033529005043
0,36.65756607964997,3,1,0,0,1,3682.3844934021076,3682.3844934021076,3374.2127689009444
0,38.4487385194439,6,0,0,0,1,447.0907154829153,447.0907154829153,7112.962072989307
0,18.992755601759086,12,0,0,0,0,1017.7230663749484,1017.7230663749484,6601.145634152221
0,34.332388727816046,4,1,0,0,1,8157.121425115101,8157.121425115101,9429.952263162635
0,20.416017560072433,8,1,0,1,0,3038.3593566771247,3038.3593566771247,2221.9872988999336
0,26.448932081688486,8,1,0,1,0,3586.446796005524,3586.446796005524,5247.397311537008
0,18.313902919832728,10,1,0,0,0,145.27859029821263,145.27859029821263,3315.710510014414
0,42.7140121876982,10,0,0,0,1,1604.7114195076513,1604.7114195076513,3641.8191234202523
0,22.631862181360816,11,1,0,0,1,8962.422859673185,8962.422859673185,9769.559075940968
0,26.011592182587698,9,1,0,0,0,4660.704938984021,4660.704938984021,15514.048281294763
